date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:07:55	57451/57451	---M--	200	added ('OK')	image/png	etag:%2224e17a0-e06b-55b6c0e244876%22	http://www.dodladairy.com/images/portfolio/thumb/flavouredmilk-03.png	C:/ball%20baba/doodla/www.dodladairy.com/images/portfolio/thumb/flavouredmilk-03.png	(from http://www.dodladairy.com/dodla-flavoured-milk.html)
00:07:58	57226/57226	---M--	200	added ('OK')	image/png	etag:%2224e17a1-df8a-55b6c0daa2295%22	http://www.dodladairy.com/images/portfolio/thumb/flavouredmilk-04.png	C:/ball%20baba/doodla/www.dodladairy.com/images/portfolio/thumb/flavouredmilk-04.png	(from http://www.dodladairy.com/dodla-flavoured-milk.html)
00:08:02	2344847/2344847	---M--	200	added ('OK')	application/pdf	etag:%2224e0297-23c78f-55ba673ba35e3%22	http://www.dodladairy.com/images/2016-2017-Corporate-Profile.pdf	C:/ball%20baba/doodla/www.dodladairy.com/images/2016-2017-Corporate-Profile.pdf	(from http://www.dodladairy.com/corporatebrochure.html)
00:08:05	60017/60017	---M--	200	added ('OK')	image/png	etag:%2224e17a2-ea71-55b6c0dd005e9%22	http://www.dodladairy.com/images/portfolio/thumb/flavouredmilk-05.png	C:/ball%20baba/doodla/www.dodladairy.com/images/portfolio/thumb/flavouredmilk-05.png	(from http://www.dodladairy.com/dodla-flavoured-milk.html)
00:08:05	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2018:38:07%20GMT	http://www.dodladairy.com/images/portfolio/thumb/cookingButter-01.png	C:/ball%20baba/doodla/www.dodladairy.com/images/portfolio/thumb/cookingButter-01.6a.delayed	(from http://www.dodladairy.com/dodla-cooking-butter.html)
00:08:06	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2018:38:08%20GMT	http://www.dodladairy.com/images/portfolio/thumb/cookingButter-02.png	C:/ball%20baba/doodla/www.dodladairy.com/images/portfolio/thumb/cookingButter-02.png	(from http://www.dodladairy.com/dodla-cooking-butter.html)
00:08:07	55026/55026	---M--	200	added ('OK')	image/png	etag:%2224e17a3-d6f2-55b6c0e4a3399%22	http://www.dodladairy.com/images/portfolio/thumb/flavouredmilk-06.png	C:/ball%20baba/doodla/www.dodladairy.com/images/portfolio/thumb/flavouredmilk-06.png	(from http://www.dodladairy.com/dodla-flavoured-milk.html)
00:08:25	121807/121807	---M--	200	added ('OK')	image/jpeg	etag:%2224e2113-1dbcf-556b433480c73%22	http://www.dodladairy.com/images/sample/slider/inner_29.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_29.jpg	(from http://www.dodladairy.com/procurement.html)
00:08:35	54754/54754	---M--	200	added ('OK')	image/jpeg	etag:%2224e210c-d5e2-536cc7d779468%22	http://www.dodladairy.com/images/sample/slider/inner_22.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_22.jpg	(from http://www.dodladairy.com/nellore.html)
00:08:39	16223/16223	---M--	200	added ('OK')	image/jpeg	etag:%2224e1766-3f5f-536cc690aaf0d%22	http://www.dodladairy.com/images/plants/small/nellore_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/nellore_01.jpg	(from http://www.dodladairy.com/nellore.html)
00:08:55	98960/98960	---M--	200	added ('OK')	image/jpeg	etag:%2224e1749-18290-536cc64a44d11%22	http://www.dodladairy.com/images/plants/big/nellore_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/nellore_01.jpg	(from http://www.dodladairy.com/nellore.html)
00:08:57	610870/610870	---M--	200	added ('OK')	image/jpeg	etag:%2224e1821-95236-55b6c07b8f83d%22	http://www.dodladairy.com/images/sample/slider/inner_12.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_12.jpg	(from http://www.dodladairy.com/dodla-flavoured-milk.html)
00:08:59	22006/22006	---M--	200	added ('OK')	image/jpeg	etag:%2224e1767-55f6-536cc692e4c50%22	http://www.dodladairy.com/images/plants/small/nellore_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/nellore_02.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:03	19333/19333	---M--	200	added ('OK')	image/jpeg	etag:%2224e1768-4b85-536cc694e0d4a%22	http://www.dodladairy.com/images/plants/small/nellore_03.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/nellore_03.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:18	122150/122150	---M--	200	added ('OK')	image/jpeg	etag:%2224e174a-1dd26-536cc64d776d5%22	http://www.dodladairy.com/images/plants/big/nellore_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/nellore_02.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:19	100684/100684	---M--	200	added ('OK')	image/jpeg	etag:%2224e174b-1894c-536cc6506b4af%22	http://www.dodladairy.com/images/plants/big/nellore_03.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/nellore_03.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:21	15650/15650	---M--	200	added ('OK')	image/jpeg	etag:%2224e176a-3d22-536cc696e33d4%22	http://www.dodladairy.com/images/plants/small/nellore_04.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/nellore_04.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:24	14483/14483	---M--	200	added ('OK')	image/jpeg	etag:%2224e176b-3893-536cc698e1025%22	http://www.dodladairy.com/images/plants/small/nellore_05.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/nellore_05.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:33	83107/83107	---M--	200	added ('OK')	image/jpeg	etag:%2224e174c-144a3-536cc6536c961%22	http://www.dodladairy.com/images/plants/big/nellore_04.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/nellore_04.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:35	543834/543834	---M--	200	added ('OK')	image/jpeg	etag:%2224e1be6-84c5a-55b4423dba6ce%22	http://www.dodladairy.com/images/sample/slider/inner_14.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_14.jpg	(from http://www.dodladairy.com/ops.html)
00:09:36	11840/11840	---M--	200	added ('OK')	image/jpeg	etag:%2224e176c-2e40-536cc69ae3a97%22	http://www.dodladairy.com/images/plants/small/nellore_06.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/nellore_06.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:36	596171/596171	---M--	200	added ('OK')	image/jpeg	etag:%2224e2118-918cb-55b6c08be4f51%22	http://www.dodladairy.com/images/sample/slider/_inner_13.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/_inner_13.jpg	(from http://www.dodladairy.com/dodla-cooking-butter.html)
00:09:40	16683/16683	---M--	200	added ('OK')	image/jpeg	etag:%2224e175d-412b-536cc682dac73%22	http://www.dodladairy.com/images/plants/small/badvel_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/badvel_01.jpg	(from http://www.dodladairy.com/badvel.html)
00:09:41	114857/114857	---M--	200	added ('OK')	image/jpeg	etag:%2224e174d-1c0a9-536cc656b181e%22	http://www.dodladairy.com/images/plants/big/nellore_05.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/nellore_05.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:44	13703/13703	---M--	200	added ('OK')	image/jpeg	etag:%2224e175e-3587-536cc684d465c%22	http://www.dodladairy.com/images/plants/small/badvel_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/badvel_02.jpg	(from http://www.dodladairy.com/badvel.html)
00:09:47	67151/67151	---M--	200	added ('OK')	image/jpeg	etag:%2224e210d-1064f-536cc7da357a1%22	http://www.dodladairy.com/images/sample/slider/inner_23.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_23.jpg	(from http://www.dodladairy.com/badvel.html)
00:09:55	126786/126786	---M--	200	added ('OK')	image/jpeg	etag:%2224e174e-1ef42-536cc659db92a%22	http://www.dodladairy.com/images/plants/big/nellore_06.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/nellore_06.jpg	(from http://www.dodladairy.com/nellore.html)
00:09:58	15260/15260	---M--	200	added ('OK')	image/jpeg	etag:%2224e00b3-3b9c-556b3d7e9f510%22	http://www.dodladairy.com/images/plants/small/koppal_001.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/koppal_001.jpg	(from http://www.dodladairy.com/koppal.html)
00:10:00	97685/97685	---M--	200	added ('OK')	image/jpeg	etag:%2224e1743-17d95-536cc6391a7e2%22	http://www.dodladairy.com/images/plants/big/badvel_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/badvel_02.jpg	(from http://www.dodladairy.com/badvel.html)
00:10:02	140738/140738	---M--	200	added ('OK')	image/jpeg	etag:%2224e1742-225c2-536cc6361e538%22	http://www.dodladairy.com/images/plants/big/badvel_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/badvel_01.jpg	(from http://www.dodladairy.com/badvel.html)
00:10:05	11819/11819	---M--	200	added ('OK')	image/jpeg	etag:%2224e1762-2e2b-536cc688c1c6f%22	http://www.dodladairy.com/images/plants/small/kurnool_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/kurnool_01.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:08	45793/45793	---M--	200	added ('OK')	image/jpeg	etag:%2224e210f-b2e1-536cc7df6afc0%22	http://www.dodladairy.com/images/sample/slider/inner_25.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_25.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:10	10070/10070	---M--	200	added ('OK')	image/jpeg	etag:%2224e1763-2756-536cc68ab6c20%22	http://www.dodladairy.com/images/plants/small/kurnool_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/kurnool_02.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:14	169258/169258	---M--	200	added ('OK')	image/jpeg	etag:%2224e00b5-2952a-558932ee6773d%22	http://www.dodladairy.com/images/sample/slider/koppal-plant.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/koppal-plant.jpg	(from http://www.dodladairy.com/koppal.html)
00:10:15	60693/60693	---M--	200	added ('OK')	image/jpeg	etag:%2224e1745-ed15-536cc63e993e3%22	http://www.dodladairy.com/images/plants/big/kurnool_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/kurnool_01.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:17	14503/14503	---M--	200	added ('OK')	image/jpeg	etag:%2224e1764-38a7-536cc68cb3cba%22	http://www.dodladairy.com/images/plants/small/kurnool_03.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/kurnool_03.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:19	60412/60412	---M--	200	added ('OK')	image/jpeg	etag:%2224e1746-ebfc-536cc64153bc2%22	http://www.dodladairy.com/images/plants/big/kurnool_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/kurnool_02.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:20	18508/18508	---M--	200	added ('OK')	image/jpeg	etag:%2224e1765-484c-536cc68eaf5e3%22	http://www.dodladairy.com/images/plants/small/kurnool_04.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/kurnool_04.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:27	75384/75384	---M--	200	added ('OK')	image/jpeg	etag:%2224e1747-12678-536cc6444fe6d%22	http://www.dodladairy.com/images/plants/big/kurnool_03.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/kurnool_03.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:30	210804/210804	---M--	200	added ('OK')	image/jpeg	etag:%2224e00b4-33774-556b3d9340242%22	http://www.dodladairy.com/images/plants/big/koppal_001.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/koppal_001.jpg	(from http://www.dodladairy.com/koppal.html)
00:10:31	17734/17734	---M--	200	added ('OK')	image/jpeg	etag:%2224e176d-4546-536cc69cda988%22	http://www.dodladairy.com/images/plants/small/palamaner_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/small/palamaner_01.jpg	(from http://www.dodladairy.com/palamaneer.html)
00:10:32	73819/73819	---M--	200	added ('OK')	image/jpeg	etag:%2224e2110-1205b-536cc7e218898%22	http://www.dodladairy.com/images/sample/slider/inner_26.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_26.jpg	(from http://www.dodladairy.com/palamaneer.html)
00:10:34	93788/93788	---M--	200	added ('OK')	image/jpeg	etag:%2224e1748-16e5c-536cc6474114e%22	http://www.dodladairy.com/images/plants/big/kurnool_04.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/kurnool_04.jpg	(from http://www.dodladairy.com/kurnool.html)
00:10:37	39153/39153	---M--	200	added ('OK')	image/jpeg	etag:%2224e1750-98f1-536cc65ed737e%22	http://www.dodladairy.com/images/plants/big/palamaner_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/palamaner_02.jpg	(from http://www.dodladairy.com/palamaneer.html)
00:10:38	37620/37620	---M--	200	added ('OK')	image/jpeg	etag:%2224e1751-92f4-536cc66153b2b%22	http://www.dodladairy.com/images/plants/big/palamaner_03.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/palamaner_03.jpg	(from http://www.dodladairy.com/palamaneer.html)
00:10:41	71656/71656	---M--	200	added ('OK')	image/jpeg	etag:%2224e174f-117e8-536cc65c99f8a%22	http://www.dodladairy.com/images/plants/big/palamaner_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/palamaner_01.jpg	(from http://www.dodladairy.com/palamaneer.html)
00:10:48	83141/83141	---M--	200	added ('OK')	image/jpeg	etag:%2224e1752-144c5-536cc6647b90f%22	http://www.dodladairy.com/images/plants/big/palamaner_04.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/palamaner_04.jpg	(from http://www.dodladairy.com/palamaneer.html)
00:10:49	68721/68721	---M--	200	added ('OK')	image/jpeg	etag:%2224e2111-10c71-536cc7e4d1cf1%22	http://www.dodladairy.com/images/sample/slider/inner_27.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_27.jpg	(from http://www.dodladairy.com/penumur.html)
00:10:50	71097/71097	---M--	200	added ('OK')	image/jpeg	etag:%2224e1753-115b9-536cc6672c4af%22	http://www.dodladairy.com/images/plants/big/penumur_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/penumur_01.jpg	(from http://www.dodladairy.com/penumur.html)
00:10:56	91646/91646	---M--	200	added ('OK')	image/jpeg	etag:%2224e1754-165fe-536cc66a2dd49%22	http://www.dodladairy.com/images/plants/big/penumur_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/penumur_02.jpg	(from http://www.dodladairy.com/penumur.html)
00:11:02	80293/80293	---M--	200	added ('OK')	image/jpeg	etag:%2224e1756-139a5-536cc66fd615b%22	http://www.dodladairy.com/images/plants/big/penumur_04.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/penumur_04.jpg	(from http://www.dodladairy.com/penumur.html)
00:11:02	91073/91073	---M--	200	added ('OK')	image/jpeg	etag:%2224e1755-163c1-536cc66d23293%22	http://www.dodladairy.com/images/plants/big/penumur_03.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/penumur_03.jpg	(from http://www.dodladairy.com/penumur.html)
00:11:02	73394/73394	---M--	200	added ('OK')	image/jpeg	etag:%2224e2112-11eb2-536cc7e78632a%22	http://www.dodladairy.com/images/sample/slider/inner_28.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_28.jpg	(from http://www.dodladairy.com/sattenapalley.html)
00:11:23	183910/183910	---M--	200	added ('OK')	image/jpeg	etag:%2224e1757-2ce66-536cc6738b8e4%22	http://www.dodladairy.com/images/plants/big/sattenapally_01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/sattenapally_01.jpg	(from http://www.dodladairy.com/sattenapalley.html)
00:11:26	140123/140123	---M--	200	added ('OK')	image/jpeg	etag:%2224e175a-2235b-536cc67adc5fc%22	http://www.dodladairy.com/images/plants/big/sattenapally_03.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/sattenapally_03.jpg	(from http://www.dodladairy.com/sattenapalley.html)
00:11:27	157860/157860	---M--	200	added ('OK')	image/jpeg	etag:%2224e1759-268a4-536cc677423f5%22	http://www.dodladairy.com/images/plants/big/sattenapally_02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/sattenapally_02.jpg	(from http://www.dodladairy.com/sattenapalley.html)
00:11:32	172010/172010	---M--	200	added ('OK')	image/jpeg	etag:%2224e175b-29fea-536cc67e9969d%22	http://www.dodladairy.com/images/plants/big/sattenapally_04.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/big/sattenapally_04.jpg	(from http://www.dodladairy.com/sattenapalley.html)
00:11:33	38254/38254	---M--	200	added ('OK')	image/jpeg	etag:%2224e1bec-956e-536cc7cc89725%22	http://www.dodladairy.com/images/sample/slider/inner_19.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_19.jpg	(from http://www.dodladairy.com/financials.html)
00:11:48	124614/124614	---M--	200	added ('OK')	image/jpeg	etag:%2224e0292-1e6c6-55b30344d9c33%22	http://www.dodladairy.com/images/finacial/1.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/1.jpg	(from http://www.dodladairy.com/financials.html)
00:11:53	121397/121397	---M--	200	added ('OK')	image/jpeg	etag:%2224e0290-1da35-55b30341c184b%22	http://www.dodladairy.com/images/finacial/3.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/3.jpg	(from http://www.dodladairy.com/financials.html)
00:11:54	135683/135683	---M--	200	added ('OK')	image/jpeg	etag:%2224e0291-21203-55b3032f3bc5b%22	http://www.dodladairy.com/images/finacial/2.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/2.jpg	(from http://www.dodladairy.com/financials.html)
00:12:05	105013/105013	---M--	200	added ('OK')	image/jpeg	etag:%2224e028f-19a35-55b3033eb30a3%22	http://www.dodladairy.com/images/finacial/4.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/4.jpg	(from http://www.dodladairy.com/financials.html)
00:12:14	122946/122946	---M--	200	added ('OK')	image/jpeg	etag:%2224e0296-1e042-55b3033be11be%22	http://www.dodladairy.com/images/finacial/5.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/5.jpg	(from http://www.dodladairy.com/financials.html)
00:12:16	133889/133889	---M--	200	added ('OK')	image/jpeg	etag:%2224e0295-20b01-55b303389edf4%22	http://www.dodladairy.com/images/finacial/6.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/6.jpg	(from http://www.dodladairy.com/financials.html)
00:12:17	1333/1333	---M--	200	added ('OK')	image/png	etag:%2224e1738-535-536cc622881fd%22	http://www.dodladairy.com/images/finacial/left.png	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/left.png	(from http://www.dodladairy.com/financials.html)
00:12:18	1322/1322	---M--	200	added ('OK')	image/png	etag:%2224e1739-52a-536cc6240e052%22	http://www.dodladairy.com/images/finacial/right.png	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/right.png	(from http://www.dodladairy.com/financials.html)
00:12:25	126819/126819	---M--	200	added ('OK')	image/jpeg	etag:%2224e0294-1ef63-55b3033590a34%22	http://www.dodladairy.com/images/finacial/7.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/7.jpg	(from http://www.dodladairy.com/financials.html)
00:12:31	32287/32287	---M--	200	added ('OK')	image/jpeg	etag:%2224e028d-7e1f-55aef28362531%22	http://www.dodladairy.com/images/finacial/Dodla-AR-2017.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/Dodla-AR-2017.jpg	(from http://www.dodladairy.com/financials.html)
00:12:31	109905/109905	---M--	200	added ('OK')	image/jpeg	etag:%2224e0293-1ad51-55b30332451fa%22	http://www.dodladairy.com/images/finacial/8.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/8.jpg	(from http://www.dodladairy.com/financials.html)
00:12:37	24292/24292	---M--	200	added ('OK')	image/jpeg	etag:%2224e000d-5ee4-54423f67462e8%22	http://www.dodladairy.com/images/finacial/Dodla-AR-2016.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/Dodla-AR-2016.jpg	(from http://www.dodladairy.com/financials.html)
00:13:16	724141/724141	---M--	200	added ('OK')	image/jpeg	etag:%2224e029a-b0cad-55b6c0843b829%22	http://www.dodladairy.com/images/sample/slider/slider-05.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/slider-05.jpg	(from http://www.dodladairy.com/hyderabad.html)
00:13:19	13105/13105	---M--	200	added ('OK')	image/jpeg	etag:%2224e0298-3331-55b43d8bfaff2%22	http://www.dodladairy.com/images/finacial/Dodla-14-15.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/Dodla-14-15.jpg	(from http://www.dodladairy.com/financials.html)
00:13:34	85119/85119	---M--	200	added ('OK')	image/jpeg	etag:%2224e2116-14c7f-536cc7f1c5c17%22	http://www.dodladairy.com/images/sample/slider/inner_32.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_32.jpg	(from http://www.dodladairy.com/overseas.html)
00:13:40	34184/34184	---M--	200	added ('OK')	image/jpeg	etag:%2224e2117-8588-536cc7f441fdd%22	http://www.dodladairy.com/images/sample/slider/inner_33.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_33.jpg	(from http://www.dodladairy.com/overseas.html)
00:13:53	72897/72897	---M--	200	added ('OK')	image/jpeg	etag:%2224e1bea-11cc1-536cc7c8056e4%22	http://www.dodladairy.com/images/sample/slider/inner_17.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_17.jpg	(from http://www.dodladairy.com/career.html)
00:14:07	112068/112068	---M--	200	added ('OK')	image/jpeg	etag:%2224e2123-1b5c4-536cc8de5e2b3%22	http://www.dodladairy.com/images/career-01.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/career-01.jpg	(from http://www.dodladairy.com/career.html)
00:14:08	26758/26758	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Oct%202017%2018:44:10%20GMT	http://www.dodladairy.com/current_openings.php	C:/ball%20baba/doodla/www.dodladairy.com/current_openings.html	(from http://www.dodladairy.com/career.html)
00:14:19	65951/65951	---M--	200	added ('OK')	image/jpeg	etag:%2224e210e-1019f-536cc7dcf2692%22	http://www.dodladairy.com/images/sample/slider/inner_24.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_24.jpg	(from http://www.dodladairy.com/contact.html)
00:14:19	162294/162294	---M--	200	added ('OK')	image/jpeg	etag:%2224e2124-279f6-536cc8e218477%22	http://www.dodladairy.com/images/career-02.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/career-02.jpg	(from http://www.dodladairy.com/career.html)
00:14:29	58788/58788	---M--	200	added ('OK')	image/jpeg	etag:%2224e176f-e5a4-536cc6a291be3%22	http://www.dodladairy.com/images/plants/plant.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/plants/plant.jpg	(from http://www.dodladairy.com/contact.html)
00:14:36	89006/89006	---M--	200	added ('OK')	image/jpeg	etag:%2224e1be8-15bae-536cc7c1fe346%22	http://www.dodladairy.com/images/sample/slider/inner_15.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_15.jpg	(from http://www.dodladairy.com/chillingcenters.html)
00:14:55	1330330/1330330	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%2224e0004-144c9a-55051cd61d553%22	http://www.dodladairy.com/images/PSH-Policy.pdf	C:/ball%20baba/doodla/www.dodladairy.com/images/PSH-Policy.pdf	(from http://www.dodladairy.com/)
00:15:10	437706/437706	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2224e181d-6adca-55b6c09f18c86%22	http://www.dodladairy.com/images/sample/slider/inner_08.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_08.jpg	(from http://www.dodladairy.com/dodla-ghee.html)
00:15:27	616978/616978	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%2224e181e-96a12-55b6c09910169%22	http://www.dodladairy.com/images/sample/slider/inner_09.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_09.jpg	(from http://www.dodladairy.com/dodla-paneer.html)
00:17:41	2921189/2921189	---M--	200	added ('OK')	application/pdf	etag:%2224e028e-2c92e5-55ba66caac373%22	http://www.dodladairy.com/images/finacial/Dodla-AR-2017.pdf	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/Dodla-AR-2017.pdf	(from http://www.dodladairy.com/financials.html)
00:21:01	3230355/3230355	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%2224e000f-314a93-54423f8b4ab9e%22	http://www.dodladairy.com/images/finacial/Dodla-AR-2016.pdf	C:/ball%20baba/doodla/www.dodladairy.com/images/finacial/Dodla-AR-2016.pdf	(from http://www.dodladairy.com/financials.html)
00:22:57	7528825/7528825	---M--	200	added ('OK')	application/pdf	etag:%2224e2122-72e179-536cc8db729a7%22	http://www.dodladairy.com/images/annualReport.pdf	C:/ball%20baba/doodla/www.dodladairy.com/images/annualReport.pdf	(from http://www.dodladairy.com/financials.html)
00:23:01	32903/32903	---M--	200	added ('OK')	image/jpeg	etag:%2224e2114-8087-536cc7ec5d38e%22	http://www.dodladairy.com/images/sample/slider/inner_30.jpg	C:/ball%20baba/doodla/www.dodladairy.com/images/sample/slider/inner_30.jpg	(from http://www.dodladairy.com/current_openings.php)
00:23:02	20386/20386	---M-Z	200	added ('OK')	text/html	etag:%2221a191d-4fa2-55ba3872feb5b-gzip%22	http://www.dodladairy.com/chairmanmessage.html	C:/ball%20baba/doodla/www.dodladairy.com/chairmanmessage.html	(from http://www.dodladairy.com/current_openings.php)
00:23:03	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2018:53:04%20GMT	http://www.dodladairy.com/resumeSubmission1.php?edit_title=	C:/ball%20baba/doodla/www.dodladairy.com/resumeSubmission12955.php	(from http://www.dodladairy.com/current_openings.php)
00:23:04	18668/18668	---M-Z	200	added ('OK')	text/html	etag:%22216811f-48ec-55ba387c9708c-gzip%22	http://www.dodladairy.com/about-us.html	C:/ball%20baba/doodla/www.dodladairy.com/about-us.html	(from http://www.dodladairy.com/current_openings.php)
00:23:05	1699/1699	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Oct%202017%2018:53:06%20GMT	http://www.dodladairy.com/plants.html	C:/ball%20baba/doodla/www.dodladairy.com/plants.html	(from http://www.dodladairy.com/current_openings.php)
00:23:06	12097/12097	---M-Z	200	added ('OK')	text/html	etag:%222161241-2f41-55ba38483b504-gzip%22	http://www.dodladairy.com/sales.html	C:/ball%20baba/doodla/www.dodladairy.com/sales.html	(from http://www.dodladairy.com/current_openings.php)
